,Kanji,Number (KANJIDIC),Heisig RTK1/3,JIS,KanKen (Jun1=1.5) (Jun2=2.5),strokes,Kana,English
,粂,667,,3729,1.5,9,くめ    ,used in proper names 
,粍,2648,2948,4C30,1.5,10,ミリメートル    みり    ,"millimeter (affix), (kokuji) "
,粕,2246,2648,4774,1.5,11,ハク    かす    ,"scrap, waste "
,粟,32,2654,3040,1.5,12,ゾク    ショク    ソク    あわ    もみ    Name Readings:  あ    さっ    そう    ,millet 
,粥,377,2243,3421,1.5,12,イク    シュク    ジュク    かゆ    かい    ひさ.ぐ    ,rice gruel 
,糊,802,2650,3852,1.5,15,コ    ゴ    コツ    のり    ,"paste, glue, sizing "
,糎,1622,2947,4138,1.5,15,センチメートル    せんち    ,"centimeter, (kokuji) "
,糞,2465,2653,4A35,1.5,17,フン    くそ    ,"shit, feces, excrement "
,糟,1674,2649,416C,1.5,17,コウ    ソウ    ぬか    Name Readings:  かす    ,"dregs, sediment, grounds "
,糠,885,2652,3947,1.5,17,コウ    ぬか    ,rice bran 
,紐,2369,2661,4933,1.5,10,チュウ    ジュウ    ひも    ,"string, cord, braid, lace, tape, strap, ribbon "
,紗,1179,2673,3C53,1.5,10,サ    シャ    うすぎぬ    Name Readings:  たえ    すず    ,"gauze, gossamer "
,紘,887,2662,3949,1.5,10,コウ    おおづな    つな    つなぐ    Name Readings:  ひろ    ひろし    ,large 
,紬,1941,2666,445D,1.5,11,チュウ    つむぎ    つむ.ぐ    ,pongee (a knotted silk cloth) 
,絃,782,2669,383E,1.5,11,ゲン    いと    ,"string, cord, samisen music "
,絢,28,2664,303C,1.5,12,ケン    Name Readings:  ジュン    あや    ,kimono design 
,綜,1676,2660,416E,1.5,14,ソウ    おさ.める    す.べる    ,rule 
,綬,1218,2672,3C7A,1.5,14,ジュ    ひも    ,ribbon 
,綴,1934,2073,4456,1.5,14,テイ    テツ    テチ    ゲツ    と.じる    つづ.る    つづり    すみ.やか    ,"compose, spell, write, bind (books) "
,綸,4976,2656,6545,1.5,14,リン    カン    いと    ,"thread, silk cloth "
,綺,4965,2667,653A,1.5,14,キ    あや    ,"figured cloth, beautiful "
,綾,29,2668,303D,1.5,14,リン    あや    Name Readings:  りょう    ,"design, figured cloth, twill "
,緋,2332,2659,486C,1.5,14,ヒ    あけ    あか    ,"scarlet, cardinal "
,緬,2675,,4C4B,1.5,15,メン    ベン    ,"fine thread, Burma "
,縞,1170,2671,3C4A,1.5,16,コウ    しま    しろぎぬ    ,stripe 
,繋,708,2655,3752,1.5,19,ケイ    つな.ぐ    かか.る    か.ける    ,"tie, fasten, chain, tether, connect "
,繍,1233,2665,3D2B,1.5,17,シュウ    ぬいとり    ,"sew, figured cloth "
,纂,1062,2641,3B3C,1.5,20,サン    あつ.める    ,"editing, compiling "
,纏,2001,2663,453B,1.5,21,テン    デン    まつ.わる    まと.う    まと.める    まと.まる    まと.い    ,"wear, wrap, tie, follow around, collect "
,罫,709,2698,3753,1.5,13,ケイ    カイ    ケ    ,ruled line 
,翔,5071,2933,6646,1.5,12,ショウ    かけ.る    と.ぶ    Name Readings:  か    ,"soar, fly "
,翠,1483,2863,3F69,1.5,14,スイ    かわせみ    みどり    Name Readings:  あきら    ,green 
,翫,445,2899,3465,1.5,15,ガン    もてあそ.ぶ    ,"take pleasure in, play instrument "
,翰,421,2780,344D,1.5,16,カン    はね    ふで    やまどり    ふみ    ,"letter, writing brush "
,耀,2778,2880,4D54,1.5,20,ヨウ    かがや.く    ひかり    Name Readings:  あかる    ,"shine, sparkle, gleam, twinkle "
,而,1137,3006,3C29,1.5,6,ジ    ニ    しこ.うして    しか.して    しか.も    しか.れども    すなわち    なんじ    しかるに    ,rake 
,耶,2709,2680,4C6D,1.5,9,ヤ    ジャ    か    ,question mark 
,耽,1817,2679,433F,1.5,10,タン    ふ.ける    ,"addicted, absorbed in "
,聡,1677,2677,416F,1.5,14,ソウ    さと.い    みみざと.い    Name Readings:  さと    さとし    さとる    あき    あきら    とし    さた    みのる    ,"wise, fast learner "
,聯,2914,2676,4E7E,1.5,17,レン    つら.なる    つら.ねる    ,"party, gang, clique "
,聾,2938,2983,4F38,1.5,22,ロウ    ろう.する    つんぼ    みみしい    ,"deafness, deaf person, deafen "
,肇,2261,2893,4825,1.5,14,チョウ    ジョウ    トウ    はじ.める    はじめ    Name Readings:  とし    ただし    はつ    ,beginning 
,肋,2944,2463,4F3E,1.5,6,ロク    あばら    ,rib 
,肱,893,2469,394F,1.5,8,コウ    かいな    ひじ    まるい    ,"ability, talent, elbow, arm "
,肴,1012,2896,3A68,1.5,8,コウ    さかな    ,accompaniment for drinks 
,胡,805,2470,3855,1.5,9,ウ    コ    ゴ    なんぞ    Name Readings:  えびす    くる    ,"barbarian, foreign "
,胤,93,2921,307D,1.5,9,イン    たね    Name Readings:  つぎ    つぐ    かず    ,"descendent, issue, offspring "
,脆,1544,2462,4048,1.5,10,ゼイ    セイ    セツ    もろ.い    よわい    ,"brittle, fragile, easy to beat, sentimental, susceptible "
,脩,5124,2130,667B,1.5,11,シュウ    おさ.める    なが.い    ほじし    Name Readings:  おさむ    おさ    なが    のぶ    はる    ,dried meat 
,脹,1897,1923,4431,1.5,12,チョウ    は.れる    ふく.らむ    ふく.れる    ,"dilate, distend, bulge, fill out, swell "
,腔,894,2465,3950,1.5,12,コウ    ,body cavity 
,腿,1752,,425C,1.5,13,タイ    もも    ,"thigh, femur "
,膏,895,2923,3951,1.5,14,コウ    あぶら    ,"fat, grease, lard, paste, ointment, plaster "
,膿,2193,2455,473F,1.5,17,ノウ    ドウ    う.む    うみ    ,"pus, fester, discharge "
,臥,261,2909,3269,1.5,9,ガ    ふせ.る    ふ.せる    ふ.す    ,"bend down, bow, lie prostrate "
,舘,436,2980,345C,1.5,16,カン    やかた    たて    Name Readings:  たち    ,"mansion, large building, palace "
,舛,1602,,4124,1.5,7,ブ    セン    まい    そむ.く    Name Readings:  ます    T2まいあし    ,dancing radical (no. 136) 
,舜,1278,2915,3D58,1.5,13,シュン    Name Readings:  みつ    ,"type of morning glory, rose of sharon, althea "
,舵,1733,2674,4249,1.5,11,ダ    タ    かじ    ,"rudder, helm, wheel "
,艮,957,,3A31,1.5,6,コン    ゴン    うしとら    T2ねずくり    ,"northeast (Oriental zodiac), stopping, good radical (no. 138) "
,芙,2421,2361,4967,1.5,7,フ    Name Readings:  はす    ,"lotus, Mt fuji "
,芥,291,2376,3329,1.5,7,カイ    ケ    からし    ごみ    あくた    ,"mustard, rape, dust, trash, rubbish "
,芭,2208,2386,474E,1.5,7,バ    ハ    ,banana 
,芹,624,2396,365C,1.5,7,キン    せり    Name Readings:  せい    よし    ,parsley 
,苅,379,2387,3423,1.5,7,ガイ    カイ    か.る    Name Readings:  かり    かる    かん    ,cutting (grass) 
,苑,175,1419,3171,1.5,8,エン    オン    その    う.つ    Name Readings:  あや    ,"garden, farm, park "
,苒,5209,,6772,1.5,9,ゼン    ,"flourishing, luxuriant "
,苓,2894,2382,4E6A,1.5,8,レイ    リョウ    みみなぐさ    ,"plant, herb, mushroom "
,苔,1753,2356,425D,1.5,8,タイ    こけ    こけら    ,"moss, lichen "
,苧,1873,,4377,1.5,8,チョ    お    からんし    からむし    ,"hemp, flax "
,苫,2117,2397,4651,1.5,8,セン    とま    ,rush matting 
,茄,244,2372,3258,1.5,8,カ    ,eggplant 
,茅,375,2385,337D,1.5,8,ボウ    ミョウ    かや    ちがや    Name Readings:  ち    じ    ,miscanthus reed 
,茉,5220,2348,677D,1.5,8,マツ    バツ    マ    Name Readings:  み    ,jasmine 
,茜,11,2407,302B,1.5,9,セン    あかね    ,"madder, red dye, Turkey red "
,茸,1783,2394,427B,1.5,9,ジョウ    ニュ    きのこ    たけ    しげ.る    ,mushroom 
,荊,711,,3755,1.5,9,ケイ    いばら    ,"thorn, brier, whip "
,荏,127,,3141,1.5,9,ジン    ニン    Name Readings:  え    ,bean 
,荻,202,242,322E,1.5,10,テキ    おぎ    ,reed 
,莉,5250,2349,683D,1.5,10,リ    ライ    レイ    ,jasmine 
,莞,424,2408,3450,1.5,10,カン    い    ,reed used to cover tatami 
,莫,2254,2105,477C,1.5,10,バク    ボ    マク    モ    ナイ    くれ    なか.れ    なし    ,"must not, do not, be not "
,莱,2799,,4D69,1.5,10,ライ    リ    あかざ    あわち    こうがい    ,"goosefoot, pigweed "
,菅,1501,2410,3F7B,1.5,11,カン    ケン    すげ    Name Readings:  す    すが    すご    ,sedge 
,菖,1368,2366,3E54,1.5,11,ショウ    ,iris 
,菟,2023,,4551,1.5,11,ト    ツ    うさぎ    Name Readings:  う    ,"rabbit?, var of N198? "
,菩,2522,2957,4A6E,1.5,11,ボ    ,"kind of grass, sacred tree "
,菫,5254,2099,6841,1.5,12,キン    すみれ    ,the violet 
,菰,806,2383,3856,1.5,12,コ    こも    まこも    ,reed used for matting 
,菱,2359,1517,4929,1.5,11,リョウ    ひし    ,"diamond (shape), water chestnut, rhombus "
,萄,2094,2379,463A,1.5,11,ドウ    トウ    ,"grape vine, wild grape "
,萌,2546,2377,4B28,1.5,11,ホウ    も.える    きざ.す    めばえ    きざ.し    Name Readings:  もえ    きざし    ,"show symptoms of, sprout, bud, malt "
,萩,2237,2351,476B,1.5,12,シュウ    はぎ    Name Readings:  は    ,bush clover 
,萱,376,,337E,1.5,12,ケン    かや    かんぞう    Name Readings:  か    ,miscanthus reed 
,葎,2830,,4E2A,1.5,12,リツ    むぐら    Name Readings:  つ    ,"creepers, trailing plants, vines "
,葡,2432,2378,4972,1.5,12,ブ    ホ    ,"wild grape, Portugal "
,董,2069,,4621,1.5,12,トウ    ただ.す    ,correct 
,葦,17,2411,3031,1.5,13,イ    しお.れる    しな.びる    しぼ.む    な.える    Name Readings:  あし    ,"reed, bullrush "
,葱,2174,2389,472C,1.5,12,ソウ    ねぎ    ,"stone leek, Welsh onion "
,葵,10,2391,302A,1.5,12,キ    あおい    Name Readings:  まもる    け    ,hollyhock 
,葺,2438,2392,4978,1.5,12,シュウ    あし    ふ.く    ふき    ,"thatch, cover, shingle, tile "
,蒋,1369,,3E55,1.5,13,ショウ    ソウ    まこも    はげ.ます    ,reed 
,蒐,1237,2409,3D2F,1.5,14,シュウ    あかね    あつ.まる    あつ.める    ,gather 
,蒔,1140,2395,3C2C,1.5,13,シ    ジ    う.える    まく    Name Readings:  まい    まか    まき    ,sow (seeds) 
,蒙,2688,2384,4C58,1.5,14,モウ    ボウ    こうむ.る    おお.う    くら.い    ,"ignorance, darkness, get, receive, be subjected to, sustain, Mongolia "
,蒜,2389,2404,4947,1.5,13,サン    にんにく    ひる    のびる    ,garlic 
,蒲,369,1838,3377,1.5,14,ホ    ボ    フ    ブ    がま    かば    かま    ,"bullrush, flag, cattail "
,蒼,1681,2399,4173,1.5,14,ソウ    あお.い    ,"blue, pale "
,蓉,2780,2362,4D56,1.5,13,ヨウ    Name Readings:  はす    よ    ,lotus 
,蓑,2644,2354,4C2C,1.5,13,サ    サイ    みの    ,straw raincoat 
,蓬,2547,2375,4B29,1.5,14,ホウ    ブ    よもぎ    ,"sagebrush, wormwood, mugwort "
,蓮,2915,2360,4F21,1.5,12,レン    はす    はちす    ,lotus 
,蔀,1163,,3C43,1.5,13,ホウ    ダ    ダン    ブ    しとみ    ,latticed shutters 
,蔓,2634,2359,4C22,1.5,14,マン    バン    はびこ.る    つる    ,"vine, tendril, influence, connections, good offices, spread, sprawl, thrive, rampant, powerful "
,蔚,116,2406,3136,1.5,14,ウツ    イ    うち    おとこよもぎ    ,dense growth 
,蔦,1933,1945,4455,1.5,14,チョウ    つた    Name Readings:  たつ    ,"vine, ivy "
,蔭,94,2374,307E,1.5,13,イン    オン    かげ    ,"shade, shadow, backing assistance "
,蕃,2313,2381,4859,1.5,16,バン    ハン    Name Readings:  しげ    しげる    ば    ,grow luxuriously 
,蕉,1370,2367,3E56,1.5,15,ショウ    ,banana 
,蕊,1169,2393,3C49,1.5,15,ズイ    しべ    ,"pistil, stamen "
,蕎,594,2369,363E,1.5,15,キョウ    そば    ,buckwheat 
,蕗,2439,2370,4979,1.5,16,ロ    ル    ふき    ,"butterbur, bog rhubarb "
,蕨,2961,2405,4F4F,1.5,15,ケツ    わらび    ,"bracken, fernbrake "
,蕩,2070,2357,4622,1.5,15,トウ    とろ.かす    とろ.ける    うご.く    ,"melt, be charmed, captivated "
,蕪,2433,2401,4973,1.5,15,ブ    ム    かぶ    かぶら    あれる    ,turnip 
,薗,176,2974,3172,1.5,16,エン    オン    Name Readings:  ぞの    ,"garden, yard, farm "
,薙,2137,2353,4665,1.5,16,テイ    チ    な.ぐ    なぎ    か.る    ,mow down (the enemy) 
,薩,1041,2956,3B27,1.5,16,サツ    サチ    Name Readings:  さっ    ,Buddha 
,薮,2721,2403,4C79,1.5,16,ソウ    やぶ    ,"thicket, bush, underbrush, grove "
,薯,1304,2365,3D72,1.5,17,ショ    いも    ,potato 
,藁,2960,2400,4F4E,1.5,17,コウ    わら    ,straw 
,藷,1305,2402,3D73,1.5,18,ショ    ジョ    いも    ,potato 
,蘇,1639,2380,4149,1.5,19,ソ    ス    よみがえ.る    ,"be resuscitated, revived "
,蘭,2812,2363,4D76,1.5,19,ラン    ラ    Name Readings:  か    あららぎ    ,"orchid, Holland "
,虻,26,,303A,1.5,9,ボウ    あぶ    ,"gadfly, horsefly "
,蚤,2196,2681,4742,1.5,10,ソウ    のみ    はやい    ,flea 
,蛋,1819,2683,4341,1.5,11,タン    ,"barbarian, egg "
,蛎,316,2697,3342,1.5,11,レイ    かき    ,oyster 
,蛙,313,2693,333F,1.5,12,ア    ワ    かえる    かわず    ,frog 
,蛛,5380,,6961,1.5,12,チュ    シュ    ,spider 
,蛤,2282,2695,483A,1.5,12,コウ    はまぐり    ,clam 
,蛭,2390,2696,4948,1.5,12,シツ    チツ    ひる    Name Readings:  えび    ,leech 
,蛸,1785,2690,427D,1.5,13,ソウ    ショウ    たこ    ,octopus 
,蛾,263,2694,326B,1.5,13,ギ    ガ    ひむし    ,moth 
,蜘,1842,,4358,1.5,14,チ    くも    ,spider 
,蝉,1574,2692,4066,1.5,10,セン    ゼン    せみ    ,cicada 
,蝋,2939,2688,4F39,1.5,14,ロウ    みつろう    ろうそく    Name Readings:  あじ    ,wax 
,蝕,1420,2800,3F2A,1.5,14,ショク    むしば.む    ,"eclipse, occultation, be defective "
,蝦,248,2689,325C,1.5,15,カ    ゲ    えび    Name Readings:  えみ    ,"shrimp, prawn, lobster "
,蝶,1899,521,4433,1.5,15,チョウ    ,butterfly 
,蝿,2234,2685,4768,1.5,15,ヨウ    はえ    はい    ,fly 
,螺,2796,2691,4D66,1.5,17,ラ    にし    にな    ,"a small, edible, helical fresh-water mollusk "
,蟹,292,2682,332A,1.5,19,カイ    かに    ,crab 
,蟻,504,2686,3542,1.5,19,ギ    あり    ,ant 
,衿,626,2623,365E,1.5,9,キン    コン    えり    ,"neck, collar, lapel "
,袈,680,2700,3736,1.5,11,ケ    カ    ,a coarse camlet 
,袴,803,2626,3853,1.5,11,コ    ク    はかま    ずぼん    ,men's formal divided skirt 
,袷,33,2625,3041,1.5,11,コウ    キョウ    あわせ    ,lined (kimono) 
,裟,972,2701,3A40,1.5,13,サ    シャ    ,Buddhist surplice 
,裡,2823,2973,4E23,1.5,12,リ    うち    うら    ,"reverse, inside, palm, sole, rear, lining, wrong side "
,裳,1372,800,3E58,1.5,14,ショウ    も    もすそ    ,skirt 
,褌,5487,,6A6E,1.5,14,コン    ふんどし    ,loincloth 
,襖,196,2627,3228,1.5,18,オウ    ふすま    あお    ,opaque sliding door 
,覗,2195,2875,4741,1.5,12,シ    のぞ.く    うかが.う    ,"peep, peek, come in sight "
,訊,1464,2713,3F56,1.5,10,ジン    シュン    シン    き.く    と.う    たず.ねる    ,"request, question, investigate "
,訣,735,2714,376D,1.5,11,ケツ    わかれ    わかれ.る    ,"separation, part, secret "
,註,1866,2727,4370,1.5,12,チュウ    ,"notes, comment, annotate "
,詑,1726,2718,4242,1.5,12,イ    タ    ダ    わ.びる    わ.び    あざむ.く    ,"deceive, delude "
,詢,5549,2705,6B4E,1.5,13,ジュン    シュン    はか.る    まこと    ,consult with 
,詫,2959,2721,4F4D,1.5,13,タ    わび    わび.しい    かこつ    わ.びる    わび.る    Name Readings:  たく    ,apologize 
,誹,2336,2724,4870,1.5,15,ヒ    ハイ    そし.る    ,"ridicule, slander "
,誼,505,2719,3543,1.5,15,ギ    よしみ    よい    ,"friendship, intimacy "
,諄,5560,2706,6B59,1.5,15,シュン    ひちくど.い    くど.い    くどくど    ねんご.ろ    ,tedious 
,諌,426,2708,3452,1.5,15,カン    いさ.め    いさ.める    ,"admonish, dissuade "
,諏,1469,2722,3F5B,1.5,15,シュ    ス    そう    はか.る    ,consult 
,諒,2862,2710,4E4A,1.5,15,リョウ    あきら.か    まことに    Name Readings:  あき    まさ    まこと    ,"fact, reality, understand, appreciate "
,諜,1901,2726,4435,1.5,16,チョウ    ちょう.ずる    うかが.う    しめ.す    ,"spy out, reconnoiter "
,諺,785,2723,3841,1.5,16,ゲン    ことわざ    ,proverb 
,謂,66,2725,3062,1.5,16,イ    い.う    いい    おも.う    いわゆる    ,"reason, origin, history, oral tradition "
,謬,2371,2720,4935,1.5,18,ビュウ    ビョウ    ミュウ    あやま.る    ,mistake 
,讃,1064,2711,3B3E,1.5,22,サン    ほ.める    たた.える    Name Readings:  さぬ    ,"praise, title on a picture "
,豹,2381,2734,493F,1.5,10,ヒョウ    ホウ    ,"leopard, panther "
,貰,2699,2737,4C63,1.5,12,セイ    シャ    もら.う    ,"get, have, obtain "
,賎,1606,2735,4128,1.5,13,セン    ゼン    いや.しい    いや.しむ    いや.しめる    しず    やす.い    ,"despise, low-life, poverty "
,賑,2156,2739,4678,1.5,14,シン    にぎ.わい    にぎ.やか    にぎ.わす    にぎ.わう    ,"flourish, be bustling, prosperity "
,贋,446,2151,3466,1.5,19,ガン    にせ    ,"counterfeit, forgery "
,赫,332,2908,3352,1.5,14,カク    あかい    あか    かがや.く    ,suddenly 
,赳,5663,2936,6C62,1.5,10,キュウ    Name Readings:  たけ    たけし    ,strong and brave 
,趨,1496,2086,3F76,1.5,17,スウ    ソク    しゅ    おもむ.く    はし.る    ,"run, go, quick, tend towards "
,跨,809,2744,3859,1.5,13,コ    カ    また.がる    またが.る    また.ぐ    ,"be, sit or stand astride, extend over, straddle "
,蹄,1973,2741,447D,1.5,16,テイ    ひづめ    ,hoof 
,蹟,1560,2743,4058,1.5,18,セキ    シャク    あと    ,"remains, traces, footprint "
,躯,641,2986,366D,1.5,11,ク    むくろ    からだ    ,"body, corpse, tree with rotten core "
,輔,2513,2730,4A65,1.5,14,ホ    フ    たす.ける    Name Readings:  すけ    たすく    ゆう    ,help 
,輯,1242,2732,3D34,1.5,16,シュウ    あつ.める    やわ.らぐ    ,"gather, collect, compile "
,輿,2759,2860,4D41,1.5,17,ヨ    かご    こし    ,"palanquin, bier "
,轍,1992,,4532,1.5,19,テツ    わだちい    わだち    ,"rut, wheel track "
,轟,922,2729,396C,1.5,21,コウ    ゴウ    とどろ.かす    とどろ.く    ,"roar, thunder, boom resound "
,轡,663,2965,3725,1.5,22,ヒ    くつわ    たづな    ,bit (horse) 
